HSCode,Commodity,value,country,year
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",,ARUBA,2022
72,IRON AND STEEL,,ARUBA,2022
76,ALUMINIUM AND ARTICLES THEREOF.,,ARUBA,2022
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",0.77,ARUBA,2022
01,LIVE ANIMALS.,0.0,AUSTRALIA,2022
02,MEAT AND EDIBLE MEAT OFFAL.,0.31,AUSTRALIA,2022
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",0.75,AUSTRALIA,2022
04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",0.14,AUSTRALIA,2022
05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",1.72,AUSTRALIA,2022
06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.02,AUSTRALIA,2022
07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,274.49,AUSTRALIA,2022
08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,53.9,AUSTRALIA,2022
09,"COFFEE, TEA, MATE AND SPICES.",0.26,AUSTRALIA,2022
10,CEREALS.,28.58,AUSTRALIA,2022
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,18.21,AUSTRALIA,2022
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",10.88,AUSTRALIA,2022
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",0.63,AUSTRALIA,2022
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.0,AUSTRALIA,2022
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,1.21,AUSTRALIA,2022
17,SUGARS AND SUGAR CONFECTIONERY.,0.01,AUSTRALIA,2022
18,COCOA AND COCOA PREPARATIONS.,0.09,AUSTRALIA,2022
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",0.72,AUSTRALIA,2022
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",0.43,AUSTRALIA,2022
21,MISCELLANEOUS EDIBLE PREPARATIONS.,0.98,AUSTRALIA,2022
22,"BEVERAGES, SPIRITS AND VINEGAR.",11.3,AUSTRALIA,2022
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,1.73,AUSTRALIA,2022
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",19.37,AUSTRALIA,2022
26,"ORES, SLAG AND ASH.",661.61,AUSTRALIA,2022
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",15200.13,AUSTRALIA,2022
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",363.35,AUSTRALIA,2022
29,ORGANIC CHEMICALS,5.56,AUSTRALIA,2022
30,PHARMACEUTICAL PRODUCTS,8.36,AUSTRALIA,2022
31,FERTILISERS.,129.2,AUSTRALIA,2022
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",84.78,AUSTRALIA,2022
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",12.6,AUSTRALIA,2022
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",8.62,AUSTRALIA,2022
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,1.52,AUSTRALIA,2022
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,0.17,AUSTRALIA,2022
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0.0,AUSTRALIA,2022
38,MISCELLANEOUS CHEMICAL PRODUCTS.,16.95,AUSTRALIA,2022
39,PLASTIC AND ARTICLES THEREOF.,12.42,AUSTRALIA,2022
40,RUBBER AND ARTICLES THEREOF.,11.6,AUSTRALIA,2022
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,5.11,AUSTRALIA,2022
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",0.07,AUSTRALIA,2022
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,82.28,AUSTRALIA,2022
45,CORK AND ARTICLES OF CORK.,,AUSTRALIA,2022
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",,AUSTRALIA,2022
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,5.49,AUSTRALIA,2022
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",4.2,AUSTRALIA,2022
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",0.9,AUSTRALIA,2022
50,SILK,0.0,AUSTRALIA,2022
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",133.84,AUSTRALIA,2022
52,COTTON.,285.95,AUSTRALIA,2022
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,0.08,AUSTRALIA,2022
54,MAN-MADE FILAMENTS.,1.46,AUSTRALIA,2022
55,MAN-MADE STAPLE FIBRES.,0.26,AUSTRALIA,2022
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",0.25,AUSTRALIA,2022
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,0.01,AUSTRALIA,2022
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,0.32,AUSTRALIA,2022
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",0.64,AUSTRALIA,2022
60,KNITTED OR CROCHETED FABRICS.,1.02,AUSTRALIA,2022
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",0.04,AUSTRALIA,2022
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",0.15,AUSTRALIA,2022
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,3.03,AUSTRALIA,2022
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",0.22,AUSTRALIA,2022
65,HEADGEAR AND PARTS THEREOF.,0.0,AUSTRALIA,2022
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.0,AUSTRALIA,2022
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",0.05,AUSTRALIA,2022
69,CERAMIC PRODUCTS.,1.09,AUSTRALIA,2022
70,GLASS AND GLASSWARE.,0.82,AUSTRALIA,2022
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",1051.63,AUSTRALIA,2022
72,IRON AND STEEL,112.09,AUSTRALIA,2022
73,ARTICLES OF IRON OR STEEL,14.56,AUSTRALIA,2022
74,COPPER AND ARTICLES THEREOF.,25.99,AUSTRALIA,2022
75,NICKEL AND ARTICLES THEREOF.,7.22,AUSTRALIA,2022
76,ALUMINIUM AND ARTICLES THEREOF.,135.75,AUSTRALIA,2022
78,LEAD AND ARTICLES THEREOF.,26.99,AUSTRALIA,2022
79,ZINC AND ARTICLES THEREOF.,9.29,AUSTRALIA,2022
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,1.42,AUSTRALIA,2022
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",0.89,AUSTRALIA,2022
83,MISCELLANEOUS ARTICLES OF BASE METAL.,1.59,AUSTRALIA,2022
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",42.31,AUSTRALIA,2022
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",45.84,AUSTRALIA,2022
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",0.37,AUSTRALIA,2022
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",3.48,AUSTRALIA,2022
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",1.27,AUSTRALIA,2022
89,"SHIPS, BOATS AND FLOATING STRUCTURES.",0.05,AUSTRALIA,2022
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",56.2,AUSTRALIA,2022
91,CLOCKS AND WATCHES AND PARTS THEREOF.,0.01,AUSTRALIA,2022
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,0.01,AUSTRALIA,2022
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,0.06,AUSTRALIA,2022
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",1.0,AUSTRALIA,2022
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",1.66,AUSTRALIA,2022
96,MISCELLANEOUS MANUFACTURED ARTICLES.,0.46,AUSTRALIA,2022
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,0.96,AUSTRALIA,2022
98,PROJECT GOODS; SOME SPECIAL USES.,0.22,AUSTRALIA,2022
99,MISCELLANEOUS GOODS.,0.03,AUSTRALIA,2022
01,LIVE ANIMALS.,,AUSTRIA,2022
04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",0.0,AUSTRIA,2022
07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,,AUSTRIA,2022
08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,0.78,AUSTRIA,2022
09,"COFFEE, TEA, MATE AND SPICES.",0.01,AUSTRIA,2022
10,CEREALS.,0.0,AUSTRIA,2022
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,0.0,AUSTRIA,2022
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",,AUSTRIA,2022
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",0.05,AUSTRIA,2022
17,SUGARS AND SUGAR CONFECTIONERY.,,AUSTRIA,2022
18,COCOA AND COCOA PREPARATIONS.,0.1,AUSTRIA,2022
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",0.11,AUSTRIA,2022
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",0.03,AUSTRIA,2022
21,MISCELLANEOUS EDIBLE PREPARATIONS.,0.02,AUSTRIA,2022
22,"BEVERAGES, SPIRITS AND VINEGAR.",0.15,AUSTRIA,2022
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,0.51,AUSTRIA,2022
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,0.01,AUSTRIA,2022
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",0.43,AUSTRIA,2022
26,"ORES, SLAG AND ASH.",,AUSTRIA,2022
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",7.81,AUSTRIA,2022
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",6.9,AUSTRIA,2022
29,ORGANIC CHEMICALS,66.34,AUSTRIA,2022
30,PHARMACEUTICAL PRODUCTS,37.09,AUSTRIA,2022
31,FERTILISERS.,,AUSTRIA,2022
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",2.04,AUSTRIA,2022
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",0.55,AUSTRIA,2022
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",0.59,AUSTRIA,2022
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,4.06,AUSTRIA,2022
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0.0,AUSTRIA,2022
38,MISCELLANEOUS CHEMICAL PRODUCTS.,9.39,AUSTRIA,2022
39,PLASTIC AND ARTICLES THEREOF.,22.65,AUSTRIA,2022
40,RUBBER AND ARTICLES THEREOF.,6.77,AUSTRIA,2022
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,3.68,AUSTRIA,2022
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",0.06,AUSTRIA,2022
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.15,AUSTRIA,2022
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,17.91,AUSTRIA,2022
45,CORK AND ARTICLES OF CORK.,,AUSTRIA,2022
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,27.72,AUSTRIA,2022
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",24.18,AUSTRIA,2022
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",25.01,AUSTRIA,2022
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",,AUSTRIA,2022
52,COTTON.,0.1,AUSTRIA,2022
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,0.0,AUSTRIA,2022
54,MAN-MADE FILAMENTS.,0.74,AUSTRIA,2022
55,MAN-MADE STAPLE FIBRES.,45.68,AUSTRIA,2022
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",0.96,AUSTRIA,2022
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,0.0,AUSTRIA,2022
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,0.68,AUSTRIA,2022
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",1.87,AUSTRIA,2022
60,KNITTED OR CROCHETED FABRICS.,0.95,AUSTRIA,2022
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",0.04,AUSTRIA,2022
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",0.12,AUSTRIA,2022
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,0.05,AUSTRIA,2022
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",0.06,AUSTRIA,2022
65,HEADGEAR AND PARTS THEREOF.,0.03,AUSTRIA,2022
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.0,AUSTRIA,2022
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",12.06,AUSTRIA,2022
69,CERAMIC PRODUCTS.,8.39,AUSTRIA,2022
70,GLASS AND GLASSWARE.,13.68,AUSTRIA,2022
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",1.09,AUSTRIA,2022
72,IRON AND STEEL,15.21,AUSTRIA,2022
73,ARTICLES OF IRON OR STEEL,12.73,AUSTRIA,2022
74,COPPER AND ARTICLES THEREOF.,10.54,AUSTRIA,2022
75,NICKEL AND ARTICLES THEREOF.,5.7,AUSTRIA,2022
76,ALUMINIUM AND ARTICLES THEREOF.,3.48,AUSTRIA,2022
79,ZINC AND ARTICLES THEREOF.,0.95,AUSTRIA,2022
80,TIN AND ARTICLES THEREOF.,0.01,AUSTRIA,2022
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,18.69,AUSTRIA,2022
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",4.29,AUSTRIA,2022
83,MISCELLANEOUS ARTICLES OF BASE METAL.,5.86,AUSTRIA,2022
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",203.18,AUSTRIA,2022
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",109.29,AUSTRIA,2022
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",7.8,AUSTRIA,2022
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",4.35,AUSTRIA,2022
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",1.2,AUSTRIA,2022
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",75.94,AUSTRIA,2022
91,CLOCKS AND WATCHES AND PARTS THEREOF.,0.25,AUSTRIA,2022
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,0.02,AUSTRIA,2022
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,0.43,AUSTRIA,2022
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",1.73,AUSTRIA,2022
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",0.09,AUSTRIA,2022
96,MISCELLANEOUS MANUFACTURED ARTICLES.,0.74,AUSTRIA,2022
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,0.09,AUSTRIA,2022
98,PROJECT GOODS; SOME SPECIAL USES.,3.4,AUSTRIA,2022
99,MISCELLANEOUS GOODS.,0.0,AUSTRIA,2022
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",,AZERBAIJAN,2022
17,SUGARS AND SUGAR CONFECTIONERY.,0.01,AZERBAIJAN,2022
18,COCOA AND COCOA PREPARATIONS.,0.06,AZERBAIJAN,2022
22,"BEVERAGES, SPIRITS AND VINEGAR.",0.02,AZERBAIJAN,2022
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",0.01,AZERBAIJAN,2022
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",495.78,AZERBAIJAN,2022
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",,AZERBAIJAN,2022
29,ORGANIC CHEMICALS,0.11,AZERBAIJAN,2022
30,PHARMACEUTICAL PRODUCTS,0.02,AZERBAIJAN,2022
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",0.0,AZERBAIJAN,2022
39,PLASTIC AND ARTICLES THEREOF.,0.0,AZERBAIJAN,2022
40,RUBBER AND ARTICLES THEREOF.,0.0,AZERBAIJAN,2022
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,1.19,AZERBAIJAN,2022
50,SILK,0.14,AZERBAIJAN,2022
73,ARTICLES OF IRON OR STEEL,0.0,AZERBAIJAN,2022
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",,AZERBAIJAN,2022
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",0.03,AZERBAIJAN,2022
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",0.01,AZERBAIJAN,2022
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",0.07,AZERBAIJAN,2022
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",0.15,AZERBAIJAN,2022
98,PROJECT GOODS; SOME SPECIAL USES.,,AZERBAIJAN,2022
99,MISCELLANEOUS GOODS.,,AZERBAIJAN,2022
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",0.28,BAHAMAS,2022
29,ORGANIC CHEMICALS,0.28,BAHAMAS,2022
39,PLASTIC AND ARTICLES THEREOF.,0.96,BAHAMAS,2022
72,IRON AND STEEL,0.42,BAHAMAS,2022
74,COPPER AND ARTICLES THEREOF.,0.02,BAHAMAS,2022
76,ALUMINIUM AND ARTICLES THEREOF.,0.2,BAHAMAS,2022
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,,BAHAMAS,2022
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",1.51,BAHAMAS,2022
01,LIVE ANIMALS.,,BAHARAIN IS,2022
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",1.0,BAHARAIN IS,2022
04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",0.18,BAHARAIN IS,2022
08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,0.03,BAHARAIN IS,2022
09,"COFFEE, TEA, MATE AND SPICES.",0.11,BAHARAIN IS,2022
10,CEREALS.,0.03,BAHARAIN IS,2022
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,0.0,BAHARAIN IS,2022
17,SUGARS AND SUGAR CONFECTIONERY.,0.0,BAHARAIN IS,2022
18,COCOA AND COCOA PREPARATIONS.,0.04,BAHARAIN IS,2022
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",,BAHARAIN IS,2022
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",0.02,BAHARAIN IS,2022
21,MISCELLANEOUS EDIBLE PREPARATIONS.,0.68,BAHARAIN IS,2022
22,"BEVERAGES, SPIRITS AND VINEGAR.",0.01,BAHARAIN IS,2022
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",0.15,BAHARAIN IS,2022
26,"ORES, SLAG AND ASH.",3.26,BAHARAIN IS,2022
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",140.86,BAHARAIN IS,2022
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",330.8,BAHARAIN IS,2022
29,ORGANIC CHEMICALS,52.16,BAHARAIN IS,2022
31,FERTILISERS.,109.1,BAHARAIN IS,2022
